Area,n_measurements,waterbody_type,query,latitude,longitude
"Lough Swilly, CRANA_030",69,River,CRANA,55.13611,-7.46417
"Lough Swilly, CRANA_010",69,River,CRANA,55.13611,-7.46417
"Lee, Cork Harbour and Youghal Bay, OWENNACURRA_040",69,River,OWENNACURRA,51.90722,-8.17778
"foyal, Anaserd",69,Lake,Anaserd,53.43222,-10.09528
"Erne, Oughter South",68,Lake,Oughter South,,
"foyal, Loughaunore",68,Lake,Loughaunore,,
"Gweebarra-Sheephaven, Kinny",68,Lake,Kinny,55.24472,-7.67944
"Liffey and Dublin Bay, DODDER_030",68,River,DODDER,53.34356,-6.23037
"Liffey and Dublin Bay, OWENADOHER_010",68,River,OWENADOHER,,
"Moy _ Killala Bay, Castlebar",68,Lake,Castlebar,53.83893,-9.3466
"Lee, Cork Harbour and Youghal Bay, OWENBOY (CORK)_040",68,River,OWENBOY,55.15,-7.4
"Liffey and Dublin Bay, Tolka Estuary",68,Transitional,Tolka Estuary,,
"Lee, Cork Harbour and Youghal Bay, OWENBOY (CORK)_010",68,River,OWENBOY,55.15,-7.4
"Ovoca-Vartry, OW_020",68,River,OW,52.85101,-6.34037
"Moy _ Killala Bay, Levally",68,Lake,Levally,53.98083,-9.30389
"Galway Bay North, Loughaunore",68,Lake,Loughaunore,,
"Erriff-Clew Bay, Tully",68,Lake,Tully,53.58972,-9.97972
"Donagh-Moville, KEENAGH_020",68,River,KEENAGH,55.35306,-7.34778
"Erne, Vearty",67,Lake,Vearty,,
"Erne, Gowna South",67,Lake,Gowna South,,
"Foyle, CLOGHER (FINN)_010",67,River,CLOGHER,53.79361,-6.2375
"Erne, Gowna North",67,Lake,Gowna North,,
"Lower Shannon (C), OLLATRIM_020",67,River,OLLATRIM,52.87417,-8.18806
"Cork Harbour, Moy Killala, Glenville",67,River,Glenville,52.04389,-8.42472
"Erne, Garty",67,Lake,Garty,,
"Lower Shannon (D), KILMASTULLA_010",67,River,KILMASTULLA,52.7775,-8.44833
"Sligo Bay _ Drowse, Belhavel",67,Lake,Belhavel,54.21063,-8.19346
"Corrib, Ballyquirke",67,Lake,Ballyquirke,,
"Cork Harbour, Moy Killala, ST JOHNSTON_010",67,River,ST JOHNSTON,54.93553,-7.46109
"Donagh-Moville, Fad Meendoran",67,Lake,Fad Meendoran,,
"Donagh-Moville, River Foyle",67,River,River Foyle,54.98532,-7.33277
"Liffey and Dublin Bay, LIFFEY_090",67,River,LIFFEY,53.34556,-6.21694
"Liffey and Dublin Bay, DODDER_020",67,River,DODDER,53.34356,-6.23037
"Upper Shannon (F), Nadreegeal",67,Lake,Nadreegeal,,
"Galway Bay South East, RAFORD_030",67,River,RAFORD,53.22778,-8.72972
"Laune-Maine-Dingle Bay, Glenville",67,River,Glenville,52.04389,-8.42472
"Liffey and Dublin Bay, DODDER_040",67,River,DODDER,53.34356,-6.23037
"Liffey and Dublin Bay, CAMAC_030",67,River,CAMAC,,
"Boyne, Nadreegeal",67,Lake,Nadreegeal,,
"Colligan-Mahon, Glenville",67,River,Glenville,52.04389,-8.42472
"Erne, Tullynassidagh",67,Lake,Tullynassidagh,,
"Erriff-Clew Bay, Ballin MO",67,Lake,Ballin MO,,
"Moy _ Killala Bay, Washpool",67,Lake,Washpool,53.80021,-9.18681
"Erne, Golagh",67,Lake,Golagh,54.54194,-8.05389
"Lee, Cork Harbour and Youghal Bay, BUTLERSTOWN_010",67,River,BUTLERSTOWN,51.92639,-8.39167
"Lough Swilly, River Foyle",67,River,River Foyle,54.98532,-7.33277
"Lee, Cork Harbour and Youghal Bay, Glenville",67,River,Glenville,52.04389,-8.42472
"Erne, Bunerky",66,Lake,Bunerky,54.11667,-7.71556
"Erne, CULLIES_040",66,River,CULLIES,53.96222,-7.60361
"Erne, LAHEEN STREAM_010",66,River,LAHEEN STREAM,,
"Tralee Bay-Feale, Gill KY",66,Lake,Gill KY,,
"Erne, Glasshouse",66,Lake,Glasshouse,54.00333,-7.58333
"Cork Harbour, Moy Killala, Levally",66,Lake,Levally,53.98083,-9.30389
"Erne, Annagh",66,Lake,Annagh,53.77698,-8.77445
"Erne, Bawn CN",66,Lake,Bawn CN,,
"Shannon Estuary South, DEEL (NEWCASTLEWEST)_030",66,River,DEEL,52.61806,-8.98694
"Laune-Maine-Dingle Bay, OWENROE (CARAGH)_010",66,River,OWENROE,51.94972,-9.87722
"Upper Shannon (B), Key",66,Lake,Key,54.0,-8.25
"Bandonllen, Skeagh",66,Lake,Skeagh,53.95,-7.0
"Liffey and Dublin Bay, SANTRY_020",66,River,SANTRY,53.39812,-6.25268
"Nore, TULLAROAN STREAM_010",66,River,TULLAROAN STREAM,,
"Cork Harbour, Moy Killala, Castlebar",66,Lake,Castlebar,53.83893,-9.3466
"Erriff-Clew Bay, Feeagh",66,Lake,Feeagh,53.93889,-9.57583
"Lee, Cork Harbour and Youghal Bay, SULLANE_060",66,River,SULLANE,51.88333,-8.93333
"Boyne, Drumkeery",66,Lake,Drumkeery,53.94472,-6.99278
"Liffey and Dublin Bay, BRITTAS_010",66,River,BRITTAS,53.56667,-7.28333
"Lee, Cork Harbour and Youghal Bay, OWENBOY (CORK)_020",66,River,OWENBOY,55.15,-7.4
"Erne, Drumlona",65,Lake,Drumlona,54.1025,-7.02583
"Slaney _ Wexford Harbour, Lower Slaney Estuary",65,Transitional,Lower Slaney Estuary,52.36045,-6.48064
"Foyle, Finn DL",65,Lake,Finn DL,,
"Erne, Derrycassan Mid",65,Lake,Derrycassan Mid,,
"Cork Harbour, Moy Killala, LEE (CORK)_050",65,River,LEE,54.53583,-8.05944
"Cork Harbour, Moy Killala, Washpool",65,Lake,Washpool,53.80021,-9.18681
"Erne, Ardan",65,Lake,Ardan,54.05833,-7.4575
"Dunmanus-Bantry-Kenmare, Bofinna",65,Lake,Bofinna,51.69222,-9.3875
"Erne, Drumore",65,Lake,Drumore,,
"Erne, Garadice",65,Lake,Garadice,54.0525,-7.71222
"Erne, Scur",65,Lake,Scur,54.02667,-7.95222
"Foyle, CARRIGANS_010",65,River,CARRIGANS,54.95,-7.43333
"Shannon Estuary South, Maigue Estuary",65,Transitional,Maigue Estuary,,
"Boyne, Acurry",65,Lake,Acurry,,
"Liffey and Dublin Bay, CAMAC_020",65,River,CAMAC,,
"Boyne, TROMMAN STREAM_010",65,River,TROMMAN STREAM,,
"Tralee Bay-Feale, LEE (TRALEE)_010",65,River,LEE,54.53583,-8.05944
"Lee, Cork Harbour and Youghal Bay, LEE (CORK)_050",65,River,LEE,54.53583,-8.05944
"Laune-Maine-Dingle Bay, Cummernamuck",65,Lake,Cummernamuck,52.04889,-9.82778
"Lough Swilly, LESLIE HILL STREAM_020",65,River,LESLIE HILL STREAM,,
"Upper Shannon (C), Grange",65,Lake,Grange,52.77444,-8.01194
"Upper Shannon (C), Forbes",65,Lake,Forbes,53.78333,-7.88333
"Upper Shannon (C), Rowan",65,Lake,Rowan,54.00167,-7.87167
"Liffey and Dublin Bay, Poddle_010",65,River,Poddle,,
"Upper Shannon (C), Rinn",65,Lake,Rinn,53.88333,-7.85
"Upper Shannon (F), Pound (Mountnugent)_010",65,River,Pound,54.50861,-8.19583
"Bandonllen, Tooreen",65,Lake,Tooreen,52.32361,-9.61417
"Bandonllen, Curraghalicky",65,Lake,Curraghalicky,51.67667,-9.10972
"Upper Shannon (E), Killinure",64,Lake,Killinure,53.45,-7.9
"Erne, Avaghon",64,Lake,Avaghon,54.06333,-6.95
"Lough Swilly, CARN LOW_010",64,River,CARN LOW,,
"Cork Harbour, Moy Killala, SULLANE_060",64,River,SULLANE,51.88333,-8.93333
"Lee, Cork Harbour and Youghal Bay, GLASHEEN (Cork City)_010",64,River,GLASHEEN,,
"Erne, Inner",64,Lake,Inner,54.10028,-7.05917
"Lough Swilly, LEANNAN_020",64,River,LEANNAN,55.05,-7.71667
"Lee, Cork Harbour and Youghal Bay, Carrigdrohid",64,Lake,Carrigdrohid,,
"Lee, Cork Harbour and Youghal Bay, DRIPSEY_010",64,River,DRIPSEY,51.91556,-8.745
"Lee, Cork Harbour and Youghal Bay, BRIDE (Cork City)_020",64,River,BRIDE,52.07278,-7.87222
"Bandonllen, Ballin CK",64,River,Ballin CK,,
"Erne, Mill CN",64,Lake,Mill CN,,
"Upper Shannon (A), Allen",64,Lake,Allen,54.11667,-8.05
"Upper Shannon (F), Kinale",64,Lake,Kinale,53.76667,-7.4
"Lee, Cork Harbour and Youghal Bay, LEE (CORK)_060",63,River,LEE,54.53583,-8.05944
"Cork Harbour, Moy Killala, LEE (CORK)_070",63,River,LEE,54.53583,-8.05944
"Lee, Cork Harbour and Youghal Bay, TWO POT (Cork City)_010",63,River,TWO POT,52.1861,-8.67035
"Lee, Cork Harbour and Youghal Bay, LEE (CORK)_070",63,River,LEE,54.53583,-8.05944
"Lee, Cork Harbour and Youghal Bay, GLENNAMOUGHT TRIB BRIDE_010",63,River,GLENNAMOUGHT TRIB BRIDE,,
"Erne, Tacker",63,Lake,Tacker,54.01667,-6.95
"Donagh-Moville, CLONMANY_010",63,River,CLONMANY,55.27972,-7.435
"Cork Harbour, Moy Killala, LEE (CORK)_060",63,River,LEE,54.53583,-8.05944
"Cork Harbour, Moy Killala, River Foyle",63,River,River Foyle,54.98532,-7.33277
"Cork Harbour, Moy Killala, DRIPSEY_010",63,River,DRIPSEY,51.91556,-8.745
"Upper Shannon (C), Bofin LM",63,Lake,Bofin LM,,
"Cork Harbour, Moy Killala, CARRIGANS_010",63,River,CARRIGANS,54.95,-7.43333
"Foyle, River Foyle",63,River,River Foyle,54.98532,-7.33277
"Newry, Fane, Glyde and Dee, Monalty",62,Lake,Monalty,53.96472,-6.68028
"Sligo Bay _ Drowse, DIFFREEN_010",62,River,DIFFREEN,54.33833,-8.36611
"Lough Neagh _ Lower Bann, Emy",62,Lake,Emy,54.33917,-6.93556
"Donagh-Moville, LONG GLEN_010",62,River,LONG GLEN,55.25861,-7.00972
"Shannon Estuary North, Inchiquin CE",62,Lake,Inchiquin CE,,
"Foyle, Finn River",62,River,Finn River,,
"Upper Shannon (C), Boderg",62,Lake,Boderg,53.86667,-7.98333
"Bandonllen, Rosscarbery Bay",62,Coastal,Rosscarbery Bay,51.56583,-9.00417
"Lee, Cork Harbour and Youghal Bay, AUGHNABOY (CORK)_010",62,River,AUGHNABOY,51.80167,-8.64667
"Cork Harbour, Moy Killala, Carrigdrohid",62,Lake,Carrigdrohid,,
"Newry, Fane, Glyde and Dee, Naglack",62,Lake,Naglack,53.96333,-6.69917
"Nore, NORE_140",62,River,NORE,52.42417,-6.95806
"Upper Shannon (E), ROCKSAVAGE_010",62,River,ROCKSAVAGE,53.99361,-6.63278
"Lower Shannon (C), BALLYFINBOY_010",62,River,BALLYFINBOY,53.0325,-8.25111
"Slaney _ Wexford Harbour, SLANEY_150",61,River,SLANEY,52.65662,-6.65117
"Lee, Cork Harbour and Youghal Bay, North Channel Great Island",61,Transitional,North Channel Great Island,51.87953,-8.24844
"Erne, BALLINAGH_010",61,River,BALLINAGH,53.93333,-7.41667
"Lough Swilly, LESLIE HILL STREAM_010",61,River,LESLIE HILL STREAM,,
"Dunmanus-Bantry-Kenmare, Namona",61,Lake,Namona,51.87833,-10.03861
"Donagh-Moville, LOUGH NASTACKAN STREAM_010",61,River,LOUGH NASTACKAN STREAM,,
"Slaney _ Wexford Harbour, KILLEEN STREAM (BORO)_010",61,River,KILLEEN STREAM,53.00917,-7.57167
"Lee, Cork Harbour and Youghal Bay, CURRAGHEEN (Cork City)_010",61,River,CURRAGHEEN,,
"Lower Shannon (B), SHANNON (LOWER)_030",61,River,SHANNON,52.58194,-9.68167
"Slaney _ Wexford Harbour, BORO_030",61,River,BORO,52.46778,-6.56111
"Upper Shannon (A), Acres",61,Lake,Acres,54.03889,-8.05194
"Lower Shannon (C), Graney",60,Lake,Graney,52.9825,-8.66056
"Upper Shannon (F), Derravaragh",60,Lake,Derravaragh,53.65,-7.36667
"Suir, SUIR_040",60,River,SUIR,52.27333,-6.99556
"Lee, Cork Harbour and Youghal Bay, BRIDE (Cork City)_010",60,River,BRIDE,52.07278,-7.87222
"Nore, OWVEG (NORE)_010",60,River,OWVEG,52.35,-9.35
"Ovoca-Vartry, POTTER'S_010",60,River,POTTER'S,,
"Upper Shannon (D), LAURENCETOWN STREAM_010",60,River,LAURENCETOWN STREAM,,
"Lough Swilly, BULLABA_010",60,River,BULLABA,54.98167,-7.94389
"Cork Harbour, Moy Killala, Finn River",59,River,Finn River,,
"Mal Bay, Keagh",59,Lake,Keagh,52.87417,-9.33278
"Dunmanus-Bantry-Kenmare, Inchiquin KY",59,Lake,Inchiquin KY,,
"Lee, Cork Harbour and Youghal Bay, SHOURNAGH_040",59,River,SHOURNAGH,51.89833,-8.57111
"Shannon Estuary North, Bridget",59,Lake,Bridget,52.87333,-8.64889
"Shannon Estuary North, Cullaunyheeda",59,Lake,Cullaunyheeda,52.82056,-8.76667
"Shannon Estuary North, Rosroe",59,Lake,Rosroe,52.77167,-8.82306
"Laune-Maine-Dingle Bay, Castlemaine Harbour",59,Transitional,Castlemaine Harbour,52.14333,-9.86778
"Lee, Cork Harbour and Youghal Bay, BRIDE (LEE)_030",59,River,BRIDE,52.07278,-7.87222
"Owenavorragh, CAHORE CANAL_010",59,River,CAHORE CANAL,,
"Upper Shannon (B), Gara",59,Lake,Gara,53.92373,-8.45425
"Suir, GLENARY_010",58,River,GLENARY,52.31556,-7.79111
"Cork Harbour, Moy Killala, SHOURNAGH_040",58,River,SHOURNAGH,51.89833,-8.57111
"Nore, KING'S (KILKENNY)_020",58,River,KING'S,53.31528,-7.94722
"Nore, GLORY_020",58,River,GLORY,52.53861,-7.28861
"Gweebarra-Sheephaven, RAY_010",58,River,RAY,55.16167,-8.08056
"Suir, DUAG_030",58,River,DUAG,52.28028,-7.9825
"Upper Shannon (B), CARRICKNABRAHER_010",58,River,CARRICKNABRAHER,,
"Boyne, Dublin",57,River,Dublin,53.33444,-6.11056
"Liffey and Dublin Bay, Dublin",57,River,Dublin,53.33444,-6.11056
"Barrow, Dublin",57,River,Dublin,53.33444,-6.11056
"Slaney _ Wexford Harbour, CARRIGOWER_020",57,River,CARRIGOWER,,
"Nanny-Delvin, Dublin",57,River,Dublin,53.33444,-6.11056
"Slaney _ Wexford Harbour, ROSNASTRAW STREAM_010",56,River,ROSNASTRAW STREAM,,
"Donegal Bay North, BUNLACKY_010",56,River,BUNLACKY,,
"Lough Swilly, GLASHAGH (UPPER)_020",56,River,GLASHAGH,55.025,-7.695
"Liffey and Dublin Bay, BRITTAS_020",56,River,BRITTAS,53.56667,-7.28333
"Ovoca-Vartry, REDCROSS_010",56,River,REDCROSS,52.84179,-6.09992
"Upper Shannon (A), SHANNON (Upper)_010",56,River,SHANNON,52.58194,-9.68167
"Ovoca-Vartry, DERRY WATER_020",56,River,DERRY WATER,52.84963,-6.34154
"Boyne, YELLOW (CASTLEJORDAN)_020",56,River,YELLOW,53.38556,-7.08361
"Slaney _ Wexford Harbour, ROSNASTRAW STREAM_020",56,River,ROSNASTRAW STREAM,,
"Slaney _ Wexford Harbour, CARRIGOWER_010",56,River,CARRIGOWER,,
"Nore, MOUNTRATH_010",56,River,MOUNTRATH,52.9625,-7.37028
"Shannon Estuary South, Bruree",55,River,Bruree,52.42194,-8.66417
"Lough Neagh _ Lower Bann, CLONTIBRET STREAM_020",55,River,CLONTIBRET STREAM,,
"Newry, Fane, Glyde and Dee, GENTLE OWEN'S LAKE STREAM_020",55,River,GENTLE OWEN'S LAKE STREAM,,
"Shannon Estuary North, Lower Shannon Estuary",55,Transitional,Lower Shannon Estuary,,
"Newry, Fane, Glyde and Dee, ROSSDREENAGH STREAM_020",55,River,ROSSDREENAGH STREAM,,
"Foyle, DEELE (DONEGAL)_010",55,River,DEELE,54.9,-7.88333
"Lee, Cork Harbour and Youghal Bay, DUNGOURNEY_020",54,River,DUNGOURNEY,51.96833,-8.09722
"Slaney _ Wexford Harbour, COOLBOY_020",54,River,COOLBOY,52.75944,-6.46028
"Ovoca-Vartry, AVONMORE_050",54,River,AVONMORE,52.88333,-6.23333
"Slaney _ Wexford Harbour, SHILLELAGH_010",54,River,SHILLELAGH,52.68194,-6.66694
"Cork Harbour, Moy Killala, GWEESTION_010",54,River,GWEESTION,53.92921,-9.07359
"Corrib, Mask Upper",54,Lake,Mask Upper,,
"Lee, Cork Harbour and Youghal Bay, BRIDE (LEE)_050",54,River,BRIDE,52.07278,-7.87222
"Galway Bay North, TRUSKY STREAM_010",54,River,TRUSKY STREAM,,
"Lough Swilly, OWENERK_020",54,River,OWENERK,55.20278,-7.53944
"foyal, TRUSKY STREAM_010",54,River,TRUSKY STREAM,,
"Moy _ Killala Bay, GWEESTION_010",54,River,GWEESTION,53.92921,-9.07359
"Newry, Fane, Glyde and Dee, Spring",54,Lake,Spring,53.975,-6.68667
"Erne, DROMORE_050",54,River,DROMORE,52.91962,-8.97256
"Galway Bay South East, Cutra",54,Lake,Cutra,53.03556,-8.78167
"Upper Shannon (A), BELLAVALLY STREAM_010",54,River,BELLAVALLY STREAM,,
"Boyne, BLACKWATER (KELLS)_080",54,River,BLACKWATER,51.85,-9.75
"Corrib, CLARE (GALWAY)_020",53,River,CLARE,52.91962,-8.97256
"Moy _ Killala Bay, MOY_050",53,River,MOY,54.18524,-9.1396
"Lough Neagh _ Lower Bann, More MN",53,Lake,More MN,,
"Donegal Bay North, CORABBER_010",53,River,CORABBER,54.72056,-8.04222
"Moy _ Killala Bay, CLOONAGHMORE_060",53,River,CLOONAGHMORE,54.23333,-9.26667
"Erne, Killcoran",53,Lake,Killcoran,,
"Erne, Farnharn",53,Lake,Farnharn,,
"Liffey and Dublin Bay, Dublin Bay",53,Coastal,Dublin Bay,53.33444,-6.11056
"Lough Swilly, LURGY_010",53,River,LURGY,55.03583,-7.76556
"Erne, Cullinaghan",53,Lake,Cullinaghan,,
"Erne, FINN (MONAGHAN)_030",53,River,FINN,54.86111,-8.13861
"Erne, Drumlaheen",53,Lake,Drumlaheen,54.01389,-7.86472
"Ovoca-Vartry, KILMACANOGE_010",53,River,KILMACANOGE,53.16722,-6.13361
"Galway Bay North, RECESS_020",53,River,RECESS,53.46667,-9.73333
"Cork Harbour, Moy Killala, CLOONAGHMORE_060",53,River,CLOONAGHMORE,54.23333,-9.26667
"foyal, RECESS_020",53,River,RECESS,53.46667,-9.73333
"Barrow, Athy-Bagnelstown Gravels",53,River,Athy-Bagnelstown Gravels,,
"Foyle, DEELE (DONEGAL)_020",53,River,DEELE,54.9,-7.88333
"Donagh-Moville, STRAID_010",52,River,STRAID,53.03806,-7.08972
"foyal, RECESS_030",52,River,RECESS,53.46667,-9.73333
"Gweebarra-Sheephaven, Naglea",52,Lake,Naglea,55.21972,-7.74417
"Donegal Bay North, CROW_010",52,River,CROW,54.70389,-8.60194
"Erne, Corconnelly",52,Lake,Corconnelly,,
"Erriff-Clew Bay, CARROWBEG (WESTPORT)_020",52,River,CARROWBEG,53.89952,-9.63526
"Erriff-Clew Bay, BUNOWEN (KILLARY HARBOUR)_010",52,River,BUNOWEN,53.76667,-9.81667
"Galway Bay North, RECESS_030",52,River,RECESS,53.46667,-9.73333
"Nore, NORE_230",52,River,NORE,52.42417,-6.95806
"Moy _ Killala Bay, OWENAHER_020",52,River,OWENAHER,54.06861,-8.82194
"Moy _ Killala Bay, CORSALLAGH STREAM_010",52,River,CORSALLAGH STREAM,,
"Lower Shannon (D), North Ballycannan_010",52,River,North Ballycannan,,
"Donegal Bay North, FINTRAGH_010",52,River,FINTRAGH,54.62583,-8.4925
"Corrib, CLOGHBRACK STREAM_010",52,River,CLOGHBRACK STREAM,,
"Lough Swilly, OWENBOY (CRANA)_010",51,River,OWENBOY,55.15,-7.4
"Foyle, FINN (DONEGAL)_040",51,River,FINN,54.86111,-8.13861
"Lough Swilly, OWENNASOP_010",51,River,OWENNASOP,,
"foyal, Seecon",51,Lake,Seecon,,
"Newry, Fane, Glyde and Dee, Brackan",51,Lake,Brackan,52.62889,-6.30056
"Cork Harbour, Moy Killala, LEAFFONY_010",51,River,LEAFFONY,54.26667,-9.06667
"Boyne, STONYFORD_040",51,River,STONYFORD,52.53639,-7.22
"Foyle, FINN (DONEGAL)_070",51,River,FINN,54.86111,-8.13861
"Shannon Estuary South, Deel Estuary",51,Transitional,Deel Estuary,,
"Galway Bay North, Seecon",51,Lake,Seecon,,
"Boyne, STONYFORD_030",51,River,STONYFORD,52.53639,-7.22
"Erne, Gorman",51,Lake,Gorman,54.54667,-8.13222
"Dunmanus-Bantry-Kenmare, INNY (KERRY)_030",50,River,INNY,51.85722,-10.18167
"Ovoca-Vartry, GLENDASAN_010",50,River,GLENDASAN,53.0125,-6.35611
"Lough Swilly, Swilly Estuary",50,Transitional,Swilly Estuary,,
"Lough Swilly, MILL (DONEGAL)_020",50,River,MILL,54.14417,-6.71083
"Dunmanus-Bantry-Kenmare, MEALAGH_020",50,River,MEALAGH,51.69448,-9.4418
"Newry, Fane, Glyde and Dee, TERMONFECKIN_020",50,River,TERMONFECKIN,53.76333,-6.26778
"Corrib, ABBERT_010",50,River,ABBERT,53.41667,-8.88333
"Slaney _ Wexford Harbour, DERREEN_020",50,River,DERREEN,53.82816,-9.17346
"Sligo Bay _ Drowse, Carrowmore East",49,River,Carrowmore East,,
"Erne, Atrain",49,Lake,Atrain,53.99417,-7.44417
"Dunmanus-Bantry-Kenmare, Inner Kenmare River",49,Transitional,Inner Kenmare River,,
"Suir, Cappoquin Kiltorcan",49,River,Cappoquin Kiltorcan,,
"Donegal Bay North, GLEN (CARRICK)_010",49,River,GLEN,54.34111,-8.38667
"Boyne, DEVLIN'S_010",49,River,DEVLIN'S,,
"Boyne, DEVLIN'S_020",49,River,DEVLIN'S,,
"Shannon Estuary South, Rathmore West",49,River,Rathmore West,,
"Foyle, FINN (DONEGAL)_030",49,River,FINN,54.86111,-8.13861
"Nore, Nore Estuary",49,Transitional,Nore Estuary,,
"Barrow, Nore Estuary",49,River,Nore Estuary,,
"Shannon Estuary South, BALLYLONGFORD_020",49,River,BALLYLONGFORD,52.5729,-9.48154
"Lee, Cork Harbour and Youghal Bay, BRIDE (LEE)_020",49,River,BRIDE,52.07278,-7.87222
"Colligan-Mahon, Cappoquin Kiltorcan",49,River,Cappoquin Kiltorcan,,
"Gweebarra-Sheephaven, GWEEDORE_010",49,River,GWEEDORE,55.04944,-8.32444
"Upper Shannon (A), OWENNAYLE_020",48,River,OWENNAYLE,54.18333,-8.03333
"Tralee Bay-Feale, Cashen",48,Transitional,Cashen,52.48,-9.65722
"Nanny-Delvin, Rogerstown Estuary",48,Transitional,Rogerstown Estuary,,
"Suir, FARNEYBRIDGE_020",48,River,FARNEYBRIDGE,52.64028,-7.91944
"Slaney _ Wexford Harbour, SLANEY_130",48,River,SLANEY,52.65662,-6.65117
"Erne, DROMORE_020",48,River,DROMORE,52.91962,-8.97256
"Cork Harbour, Moy Killala, FINN (DONEGAL)_070",48,River,FINN,54.86111,-8.13861
"Foyle, FINN (DONEGAL)_010",48,River,FINN,54.86111,-8.13861
"Boyne, CROSSKEYS STREAM_010",47,River,CROSSKEYS STREAM,,
"Boyne, ATHBOY_020",47,River,ATHBOY,53.59191,-6.88222
"Boyne, ATHBOY_010",47,River,ATHBOY,53.59191,-6.88222
"Lower Shannon (D), Upper Shannon Estuary",47,Transitional,Upper Shannon Estuary,,
"Shannon Estuary North, Upper Shannon Estuary",47,Transitional,Upper Shannon Estuary,,
"Boyne, CLADY (MEATH)_020",47,River,CLADY,55.05806,-8.31417
"Newry, Fane, Glyde and Dee, DEE_040",47,River,DEE,53.8825,-6.34972
"Newry, Fane, Glyde and Dee, FANE_020",47,River,FANE,53.95222,-6.46583
"Nore, NORE_190",47,River,NORE,52.42417,-6.95806
"Nanny-Delvin, DUNSHAUGHLIN STREAM_010",47,River,DUNSHAUGHLIN STREAM,,
"Newry, Fane, Glyde and Dee, KILMAINHAM (DEE)_010",47,River,KILMAINHAM,53.85,-6.80917
"Nanny-Delvin, HURLEY_020",47,River,HURLEY,,
"Suir, Ballyscanlan",47,Lake,Ballyscanlan,52.17389,-7.20417
"Lough Swilly, GLAR_010",46,River,GLAR,,
"Nore, ERRILL_010",46,River,ERRILL,52.85889,-7.68528
"Slaney _ Wexford Harbour, SLANEY_040",46,River,SLANEY,52.65662,-6.65117
"Donagh-Moville, ARDAGH_010",46,River,ARDAGH,52.03528,-9.48028
"Donegal Bay North, Killybegs Harbour",46,Coastal,Killybegs Harbour,54.63333,-8.43333
"Liffey and Dublin Bay, Liffey Estuary Lower",46,Transitional,Liffey Estuary Lower,,
"Donegal Bay North, OWENTESKINY_010",46,River,OWENTESKINY,54.70972,-8.60444
"Donagh-Moville, ROOSKY_010",46,River,ROOSKY,54.02963,-9.07864
"Foyle, ROUGH BURN_010",45,River,ROUGH BURN,,
"Boyne, D'ARCY'S CROSSROADS STREAM_010",45,River,D'ARCY'S CROSSROADS STREAM,,
"Newry, Fane, Glyde and Dee, Drogheda",45,River,Drogheda,53.71889,-6.34778
"Nanny-Delvin, Drogheda",45,River,Drogheda,53.71889,-6.34778
"Lough Neagh _ Lower Bann, MOUNTAIN WATER_050",45,River,MOUNTAIN WATER,54.33225,-6.86812
"Cork Harbour, Moy Killala, Wicklow",45,River,Wicklow,53.10472,-6.26861
"Liffey and Dublin Bay, Wicklow",45,River,Wicklow,53.10472,-6.26861
"Owenavorragh, Wicklow",45,River,Wicklow,53.10472,-6.26861
"Slaney _ Wexford Harbour, Wicklow",45,River,Wicklow,53.10472,-6.26861
"Boyne, Drogheda",45,River,Drogheda,53.71889,-6.34778
"Barrow, Curragh Gravels West",44,River,Curragh Gravels West,,
"Cork Harbour, Moy Killala, ROUGH BURN_010",44,River,ROUGH BURN,,
"Boyne, Lusk-Bog of the Ring",44,River,Lusk-Bog of the Ring,,
"Liffey and Dublin Bay, Curragh Gravels West",44,River,Curragh Gravels West,,
"Erne, KNAPPAGH_040",44,River,KNAPPAGH,54.0325,-6.96583
"Liffey and Dublin Bay, Irish Sea Dublin (HA 09)",44,Coastal,Irish Sea Dublin,,
"Liffey and Dublin Bay, Lusk-Bog of the Ring",44,River,Lusk-Bog of the Ring,,
"Tralee Bay-Feale, CLYDAGH (FEALE)_020",44,River,CLYDAGH,53.94833,-9.17894
"Tralee Bay-Feale, Ballylongford",44,River,Ballylongford,52.5729,-9.48154
"Nanny-Delvin, Lusk-Bog of the Ring",44,River,Lusk-Bog of the Ring,,
"Bandonllen, Outer Cork Harbour",44,Coastal,Outer Cork Harbour,,
"Barrow, Lower Suir Estuary (Little Island - Cheekpoint)",43,River,Lower Suir Estuary,,
"Liffey and Dublin Bay, Liffey Estuary Upper",43,Transitional,Liffey Estuary Upper,,
"Erne, Clones",43,River,Clones,54.18333,-7.23333
"Lee, Cork Harbour and Youghal Bay, Outer Cork Harbour",43,Coastal,Outer Cork Harbour,,
"Sligo Bay _ Drowse, Ballymote",43,River,Ballymote,54.08333,-8.51667
"Moy _ Killala Bay, Ballymote",43,River,Ballymote,54.08333,-8.51667
"Owenavorragh, LITTER_MORE_010",43,River,LITTER_MORE,,
"Colligan-Mahon, Lismore",43,River,Lismore,52.13667,-7.93083
"Dunmanus-Bantry-Kenmare, Derriana",43,Lake,Derriana,51.89528,-10.01417
"Suir, Lower Suir Estuary (Little Island - Cheekpoint)",43,Transitional,Lower Suir Estuary,,
"Suir, MULTEEN (EAST)_010",43,River,MULTEEN,52.51667,-8.01667
"Boyne, Boyne Estuary",43,Transitional,Boyne Estuary,,
"Moy _ Killala Bay, Carrick on Shannon",43,River,Carrick on Shannon,53.94694,-8.09
